Gene_acc,Gene_id,DM1,DM2,DM3,Minus1,Minus2,Minus3,Desc
1403,Tb927.11.10970,77038.0,83148.0,85097.0,79919.0,88830.0,86940.0,"RWD domain/Uncharacterized protein family UPF0029, putative"
1404,Tb927.11.10990,825900.0,856530.0,893630.0,895380.0,881410.0,896420.0,"methylthioribose-1-phosphate isomerase, putative"
1405,Tb927.11.11000,550910.0,562810.0,604810.0,628420.0,610420.0,631800.0,"Calponin homology (CH) domain containing protein, putative"
1406,Tb927.11.11010,3321000.0,3453400.0,3616200.0,2810100.0,2734800.0,2851000.0,"hypothetical protein, conserved"
1407,Tb927.11.11020,69969.0,77284.0,82605.0,73512.0,72383.0,73101.0,"hypothetical protein, conserved"
1408,Tb927.11.11030,236440.0,253580.0,262610.0,268180.0,257950.0,308750.0,exosome-associated protein 4
1409,Tb927.11.11040,14368.0,13229.0,13554.0,10357.0,10842.0,15479.0,"hypothetical protein, conserved"
1410,Tb927.11.11050,116530.0,123560.0,133600.0,118680.0,129050.0,120950.0,"hypothetical protein, conserved"
1411,Tb927.11.11080,1425200.0,1435000.0,1532100.0,1540900.0,1454500.0,1532100.0,Nucleoporin NUP149
1412,Tb927.11.11090,58464.0,65409.0,66473.0,59207.0,63714.0,62141.0,Nucleoporin NUP140
1413,Tb927.11.1110,644940.0,672480.0,697170.0,566070.0,572250.0,592880.0,"calpain, putative"
1414,Tb927.11.11100,165030.0,176720.0,184520.0,162220.0,155760.0,157150.0,glucosamine 6-phosphate N-acetyltransferase
1415,Tb927.11.11120,312760.0,330570.0,337910.0,289890.0,286450.0,298670.0,"hypothetical protein, conserved"
1416,Tb927.11.11130,344110.0,361390.0,369150.0,238470.0,241660.0,244110.0,"hypothetical protein, conserved"
1417,Tb927.11.11140,613380.0,635430.0,641790.0,616620.0,602910.0,632410.0,hypothetical protein
1418,Tb927.11.11150,272850.0,298890.0,299700.0,288290.0,296990.0,287150.0,U5 snRNP-specific 40 kDa protein
1419,Tb927.11.11160,342130.0,336020.0,393700.0,370870.0,321000.0,366020.0,Low-affinity phosphate transporter PHO91 (fragment)
1420,Tb927.11.11170,324530.0,355120.0,353840.0,329830.0,328290.0,330880.0,"hypothetical protein, conserved"
1421,Tb927.11.11200,175470.0,182350.0,192090.0,172640.0,174600.0,184560.0,"oligomeric golgi complex component 8, putative"
1422,Tb927.11.11210,1080600.0,1174200.0,1204300.0,1199700.0,1247400.0,1226700.0,"paraflagellar rod component, putative"
1423,Tb927.11.11220,4928500.0,5235200.0,5388900.0,4597900.0,4563500.0,4715200.0,"dynein heavy chain, putative"
1424,Tb927.11.11250,1491000.0,1425600.0,1603800.0,1820100.0,1684200.0,1808500.0,cytosolic malate dehydrogenase
1425,Tb927.11.11260,279500.0,300300.0,302930.0,236200.0,242410.0,250850.0,"hypothetical protein, conserved"
1426,Tb927.11.11280,450120.0,474600.0,485320.0,438060.0,432490.0,444430.0,"hypothetical protein, conserved"
1427,Tb927.11.11290,986910.0,1053700.0,1106700.0,1002400.0,1000900.0,1024500.0,"heat shock protein 70, putative"
1428,Tb927.11.1130,341680.0,372180.0,356310.0,302830.0,309400.0,309800.0,"calpain-like cysteine peptidase, putative"
1429,Tb927.11.11300,14806.0,15006.0,17815.0,12940.0,13610.0,15829.0,"hypothetical protein, conserved"
1430,Tb927.11.11310,118130.0,123910.0,130460.0,113220.0,106630.0,114990.0,"hypothetical protein, conserved"
1431,Tb927.11.11320,132160.0,134720.0,132940.0,143220.0,144000.0,146980.0,"hypothetical protein, conserved"
1432,Tb927.11.11330,26036000.0,27722000.0,28164000.0,22675000.0,22915000.0,22710000.0,heat shock protein 70
1433,Tb927.11.11340,270820.0,281480.0,291350.0,326280.0,302840.0,328800.0,gamma-tubulin complex component 3
1434,Tb927.11.11350,410450.0,480380.0,458250.0,441370.0,452030.0,432020.0,"hypothetical protein, conserved"
1435,Tb927.11.11370,4746000.0,4958200.0,5215900.0,5393800.0,5265900.0,5383800.0,receptor for activated C kinase 1
1436,Tb927.11.11380,1138900.0,1199300.0,1277000.0,1206800.0,1227500.0,1244900.0,SUMO-interacting motif-containing protein
1437,Tb927.11.11385,42597.0,44288.0,47942.0,48401.0,53767.0,58863.0,"Ubiquitin-like autophagy protein Apg12, putative"
1438,Tb927.11.11390,36356.0,42919.0,45404.0,37963.0,38328.0,41620.0,"2OG-Fe(II) oxygenase superfamily, putative"
1439,Tb927.11.11430,789220.0,828010.0,869650.0,821890.0,791070.0,837100.0,"cullin 1, putative"
1440,Tb927.11.11435,169200.0,178750.0,182170.0,213460.0,204340.0,211470.0,"dynein light chain type 1, putative"
1441,Tb927.11.11460,4821200.0,4964800.0,5257300.0,5409900.0,5270400.0,5400400.0,Mitochondrial import receptor subunit ATOM69
1442,Tb927.11.11470,455160.0,482820.0,510480.0,443180.0,433430.0,465220.0,kinetoplast ribosomal PPR-repeat containing protein 14
1443,Tb927.11.11480,2112400.0,2240500.0,2260600.0,1963400.0,1949400.0,1901500.0,"Trichohyalin, putative"
1444,Tb927.11.11490,340980.0,360340.0,371250.0,348970.0,350650.0,357580.0,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase-like protein, putative"
1445,Tb927.11.1150,410720.0,428850.0,448400.0,351900.0,357170.0,364080.0,radial spoke protein 3
1446,Tb927.11.11500,44794.0,44176.0,51492.0,47180.0,46711.0,51405.0,"cyclin dependent kinase-binding protein, putative"
1447,Tb927.11.11510,320030.0,342890.0,349300.0,383180.0,385880.0,385470.0,hd phosphohydrolase family protein
1448,Tb927.11.11520,2647500.0,2757900.0,2887100.0,2858000.0,2830300.0,2815900.0,glycosomal membrane protein
1449,Tb927.11.11530,112330.0,118090.0,132660.0,127040.0,127770.0,130750.0,"histone acetyltransferase, putative"
1450,Tb927.11.11550,2192900.0,2310200.0,2354000.0,2329200.0,2314100.0,2301600.0,"DNA topoisomerase II alpha, putative"
1451,Tb927.11.11570,763440.0,789410.0,861470.0,948020.0,907540.0,984560.0,"Translation initiation factor eIF-2B subunit epsilon, putative"
1452,Tb927.11.11590,1677000.0,1727900.0,1825000.0,1795400.0,1745400.0,1807700.0,Eukaryotic translation initiation factor 3 subunit E
1453,Tb927.11.1160,371830.0,389740.0,399880.0,332880.0,333160.0,347120.0,"Region in Clathrin and VPS, putative"
1454,Tb927.11.11610,482360.0,502660.0,516230.0,441820.0,441510.0,454960.0,"Cactus-binding C-terminus of cactin protein, putative"
1455,Tb927.11.11620,164240.0,180250.0,177130.0,177190.0,179320.0,171080.0,"hypothetical protein, conserved"
1456,Tb927.11.11630,340820.0,387410.0,377080.0,365800.0,375930.0,357260.0,"LSU ribosomal protein, mitochondrial, putative"
1457,Tb927.11.11640,353940.0,375860.0,398140.0,369480.0,380780.0,384610.0,DNA replication licensing factor MCM6
1458,Tb927.11.11650,425560.0,453620.0,466520.0,440780.0,439300.0,450970.0,"Centrosomal protein of 164 kDa, putative"
1459,Tb927.11.11660,158130.0,164780.0,164720.0,179180.0,178670.0,178460.0,conserved protein
1460,Tb927.11.11680,6761700.0,7355600.0,7330400.0,8154400.0,8447700.0,7853100.0,"2-oxoglutarate dehydrogenase E2 component, putative"
1461,Tb927.11.11690,2241200.0,2401100.0,2464600.0,2493500.0,2519300.0,2530200.0,"Vacuolar proton pump subunit B, putative"
1462,Tb927.11.1170,115920.0,122720.0,130590.0,100560.0,99906.0,103870.0,"hypothetical protein, conserved"
1463,Tb927.11.11700,410320.0,438660.0,466140.0,546370.0,538470.0,564560.0,"nucleotidyl transferase, putative"
1464,Tb927.11.11720,628720.0,650940.0,674290.0,737100.0,728770.0,750640.0,"FG-GAP repeat protein, putative"
1465,Tb927.11.11725,1246500.0,1301000.0,1361800.0,1413400.0,1354500.0,1368600.0,ribosomal protein S14p/S29e
1466,Tb927.11.11730,352980.0,381920.0,396820.0,393900.0,383680.0,391730.0,"MRP protein, putative"
1467,Tb927.11.11750,863650.0,909320.0,968360.0,1639800.0,1564900.0,1596200.0,"membrane-bound acid phosphatase, putative"
1468,Tb927.11.11760,70148.0,76241.0,72900.0,76392.0,74258.0,76967.0,"hypothetical protein, conserved"
1469,Tb927.11.11770,911950.0,978020.0,1011600.0,896480.0,890720.0,894700.0,Eukaryotic translation initiation factor 4E-3
1470,Tb927.11.11780,795020.0,850180.0,860000.0,919640.0,894760.0,905620.0,"acyl-CoA dehydrogenase, putative"
1471,Tb927.11.11790,487310.0,515580.0,525540.0,481880.0,481520.0,485780.0,"R3H domain containing protein, putative"
1472,Tb927.11.11810,40208.0,41803.0,39860.0,37757.0,37730.0,39050.0,"hypothetical protein, conserved"
1473,Tb927.11.11830,2591000.0,2756300.0,2826200.0,2189500.0,2193000.0,2187600.0,"40S ribosomal protein S17, putative"
1474,Tb927.11.11850,1462700.0,1550100.0,1601900.0,1433400.0,1422000.0,1450900.0,"splicing factor 3B subunit 1, putative"
1475,Tb927.11.11860,285150.0,318680.0,323380.0,267620.0,268370.0,282170.0,"leucine-rich repeat protein (LRRP), putative"
1476,Tb927.11.11870,447110.0,460540.0,477250.0,443260.0,425430.0,449620.0,"ADP-ribosylglycohydrolase, putative"
1477,Tb927.11.11880,403410.0,418530.0,432260.0,403840.0,341340.0,355300.0,conserved protein
1478,Tb927.11.11900,2125700.0,2220800.0,2309400.0,2073600.0,2026000.0,2083600.0,Coatomer subunit gamma
1479,Tb927.11.11920,239400.0,247850.0,266930.0,251280.0,245150.0,244280.0,"molybdenum cofactor biosynthesis protein, putative"
1480,Tb927.11.11930,226730.0,264340.0,237830.0,187660.0,218530.0,187960.0,"SelR domain containing protein, putative"
1481,Tb927.11.11940,419310.0,434400.0,458540.0,454320.0,446770.0,438220.0,"protein phosphatase 2A, putative"
1482,Tb927.11.11950,420960.0,460320.0,481190.0,463860.0,493050.0,458130.0,"cytochrome oxidase assembly protein, putative"
1483,Tb927.11.11980,1718700.0,1822000.0,1814700.0,1071300.0,1060600.0,1024700.0,cytoskeleton-associated protein 15
1484,Tb927.11.1200,678640.0,711420.0,743770.0,546460.0,562070.0,564230.0,"hypothetical protein, conserved"
1485,Tb927.11.12030,610210.0,658950.0,658380.0,555290.0,556090.0,584890.0,"hypothetical protein, conserved"
1486,Tb927.11.12040,372430.0,365430.0,414700.0,202990.0,201070.0,213830.0,"Cytochrome c oxidase component, putative"
1487,Tb927.11.12050,574180.0,622370.0,635710.0,648220.0,651270.0,661240.0,"hypothetical protein, conserved"
1488,Tb927.11.12060,54611.0,53031.0,56784.0,65360.0,62549.0,62293.0,"Peroxisomal biogenesis factor 11 (PEX11), putative"
1489,Tb927.11.12070,312700.0,321860.0,354460.0,298370.0,303790.0,313960.0,"hypothetical protein, conserved"
1490,Tb927.11.12090,129130.0,143270.0,135270.0,111410.0,119150.0,113410.0,"endonuclease III, putative"
1491,Tb927.11.1210,726240.0,779440.0,791800.0,713370.0,731220.0,726780.0,"Domain of unknown function (DUF4470)/Domain of unknown function (DUF4471), putative"
1492,Tb927.11.12100,201060.0,213680.0,232460.0,122030.0,126290.0,131830.0,"RNA-binding protein, putative"
1493,Tb927.11.12110,969100.0,987760.0,1035700.0,976300.0,957470.0,985310.0,"RNA helicase, putative"
1494,Tb927.11.12150,2488200.0,2608700.0,2683100.0,2471600.0,2418300.0,2472200.0,flagellar pocket cytoskeletal protein bilbo1
1495,Tb927.11.12160,100030.0,110040.0,108680.0,109740.0,115210.0,117810.0,"hypothetical protein, conserved"
1496,Tb927.11.12190,122880.0,140510.0,141780.0,141850.0,145340.0,153390.0,"FHA domain containing protein, putative"
1497,Tb927.11.1220,131580.0,139940.0,140970.0,118740.0,115380.0,124970.0,"hypothetical protein, conserved"
1498,Tb927.11.12210,762230.0,811620.0,818960.0,727410.0,746150.0,746890.0,"Domain of unknown function (DUF4586), putative"
1499,Tb927.11.12220,1462600.0,1577900.0,1583600.0,1744000.0,1767700.0,1757300.0,catalytic subunit of the vacuolar transporter chaperone 4
1500,Tb927.11.12230,2447500.0,2485700.0,2697800.0,2613600.0,2493500.0,2649800.0,ATP-dependent protease ATPase subunit HslU2
1501,Tb927.11.12240,743190.0,774380.0,829270.0,703410.0,710980.0,724440.0,"cysteine peptidase, Clan CA, family C19, putative"
1502,Tb927.11.12250,235290.0,246390.0,260240.0,227970.0,227290.0,235100.0,DNA replication licensing factor MCM4
1503,Tb927.11.12260,100480.0,106660.0,110240.0,104780.0,113130.0,105980.0,"hypothetical protein, conserved"
1504,Tb927.11.12270,158250.0,168700.0,174760.0,130210.0,131210.0,134410.0,"drug resistence protein, putative"
1505,Tb927.11.12280,333530.0,355810.0,362570.0,400330.0,392840.0,386050.0,"hypothetical protein, conserved"
1506,Tb927.11.12290,112230.0,117320.0,120830.0,106160.0,114170.0,122250.0,"hypothetical protein, conserved"
1507,Tb927.11.12300,131180.0,139520.0,143790.0,140700.0,139700.0,140800.0,"hypothetical protein, conserved"
1508,Tb927.11.12310,144950.0,161520.0,164590.0,136710.0,149850.0,148440.0,cdc2-related kinase 12
1509,Tb927.11.12320,137280.0,148340.0,154760.0,133600.0,127700.0,133120.0,"hypothetical protein, conserved"
1510,Tb927.11.12330,147110.0,141560.0,149370.0,160690.0,146910.0,161700.0,"hypothetical protein, conserved"
1511,Tb927.11.12350,155800.0,165140.0,167480.0,143170.0,154610.0,143600.0,"DNA photolyase, putative"
1512,Tb927.11.12360,342810.0,390970.0,362530.0,315330.0,328520.0,293440.0,"ankyrin repeat protein, putative"
1513,Tb927.11.12365,138670.0,143750.0,146320.0,185800.0,176380.0,177560.0,hypothetical protein
1514,Tb927.11.12370,138910.0,144960.0,136940.0,158820.0,164170.0,162570.0,"hypothetical protein, conserved"
1515,Tb927.11.12380,261140.0,286140.0,298770.0,305220.0,286830.0,308330.0,"hypothetical protein, conserved"
1516,Tb927.11.12390,205540.0,215950.0,220890.0,182480.0,183030.0,185970.0,"hypothetical protein, conserved"
1517,Tb927.11.1240,171240.0,170810.0,175950.0,168750.0,155480.0,176700.0,"hypothetical protein, conserved"
1518,Tb927.11.12410,1206800.0,1252200.0,1319600.0,1280400.0,1200300.0,1301300.0,kinetoplastid kinetochore protein 10
1519,Tb927.11.12420,47218.0,49358.0,49278.0,41449.0,44891.0,46135.0,kinetoplastid kinetochore protein 19
1520,Tb927.11.12430,392600.0,425860.0,409820.0,372700.0,368420.0,373990.0,"cell division cycle phosphatase 14, putative"
1521,Tb927.11.12440,479720.0,499910.0,521880.0,447140.0,464860.0,459150.0,"Plus-3 domain/Zinc finger, C3HC4 type (RING finger), putative"
1522,Tb927.11.12450,201440.0,201580.0,222590.0,194940.0,189030.0,193040.0,Bardet-Biedl syndrome 8 protein
1523,Tb927.11.12470,397460.0,415810.0,426680.0,416770.0,408200.0,429410.0,"hypothetical protein, conserved"
1524,Tb927.11.12480,385430.0,400830.0,418450.0,443080.0,415660.0,466740.0,Kinetochore interacting phosphatase 7
1525,Tb927.11.12490,141960.0,147530.0,149260.0,155400.0,154710.0,157190.0,"hypothetical protein, conserved"
1526,Tb927.11.1250,1951800.0,2044600.0,2108900.0,1985000.0,1921300.0,1989000.0,"Mitochondrial SSU ribosomal protein, putative"
1527,Tb927.11.12500,377190.0,416630.0,421780.0,410230.0,400550.0,416310.0,"hypothetical protein, conserved"
1528,Tb927.11.12510,75655.0,79664.0,84669.0,73229.0,69497.0,73310.0,"hypothetical protein, conserved"
1529,Tb927.11.12520,23867.0,24880.0,26109.0,26102.0,24331.0,27783.0,"hypothetical protein, conserved"
1530,Tb927.11.12530,2762600.0,2965200.0,2974300.0,2656900.0,2683100.0,2663900.0,Flagellum attachment zone protein 3
1531,Tb927.11.12540,1523400.0,1574000.0,1633400.0,1525700.0,1499200.0,1515400.0,"leucine-rich repeat protein (LRRP), putative"
1532,Tb927.11.12560,529770.0,541450.0,581700.0,452260.0,442000.0,466940.0,hypothetical protein
1533,Tb927.11.12570,210230.0,220350.0,226950.0,216050.0,215160.0,228490.0,"kinetoplastid-specific dual specificity phosphatase, putative"
1534,Tb927.11.12580,73147.0,84255.0,80889.0,73360.0,70702.0,71597.0,"hypothetical protein, conserved"
1535,Tb927.11.12590,187670.0,178420.0,201250.0,197740.0,174830.0,201680.0,"Der1-like family, putative"
1536,Tb927.11.1260,917380.0,944870.0,976790.0,876180.0,888030.0,909590.0,"copper-transporting ATPase-like protein, putative"
1537,Tb927.11.12600,676580.0,716260.0,742050.0,697340.0,693820.0,698900.0,"ATP-dependent DNA helicase, putative"
1538,Tb927.11.12610,695670.0,741110.0,759370.0,827060.0,823620.0,842070.0,cyclin 1
1539,Tb927.11.12630,240870.0,252850.0,262080.0,275400.0,280670.0,280500.0,"hypothetical protein, conserved"
1540,Tb927.11.12640,691480.0,736690.0,754320.0,712930.0,702270.0,719350.0,"PH domain containing protein, putative"
1541,Tb927.11.12650,311080.0,344470.0,329700.0,294980.0,288510.0,291920.0,"palmitoyl acyltransferase 5, putative"
1542,Tb927.11.12670,505430.0,547860.0,556110.0,488810.0,479250.0,489120.0,"Methyltransferase TYW3, putative"
1543,Tb927.11.12680,452980.0,456800.0,480690.0,316690.0,304930.0,332960.0,"prefoldin subunit 2, putative"
1544,Tb927.11.1270,2063300.0,2169800.0,2286900.0,1638300.0,1630100.0,1613800.0,"Mitochondrial ATP synthase subunit, putative"
1545,Tb927.11.12700,35354.0,33830.0,35299.0,32606.0,33710.0,35513.0,"hypothetical protein, conserved"
1546,Tb927.11.12720,513460.0,513250.0,583880.0,528840.0,497780.0,549300.0,"hypothetical protein, conserved"
1547,Tb927.11.12750,188410.0,199760.0,198900.0,215240.0,225780.0,222610.0,cleavage and polyadenylation specificity factor 30 kDa subunit
1548,Tb927.11.12760,123540.0,126550.0,128060.0,149650.0,136800.0,146060.0,"hypothetical protein, conserved"
1549,Tb927.11.12770,168970.0,165570.0,189670.0,154790.0,146250.0,164720.0,"ubiquitin ligase, putative"
1550,Tb927.11.12800,2655200.0,2770500.0,2958500.0,2683500.0,2608400.0,2685500.0,ribonucleoside-diphosphate reductase small chain
1551,Tb927.11.12830,456470.0,488400.0,496030.0,476690.0,491800.0,497010.0,"acyl-CoA binding protein, putative"
1552,Tb927.11.12840,933620.0,975360.0,1029800.0,823910.0,804870.0,855400.0,"Domain of unknown function (DUF4486), putative"
1553,Tb927.11.12850,3522300.0,3695700.0,3887900.0,4095100.0,4015000.0,4149100.0,oligopeptidase b
1554,Tb927.11.12860,207920.0,223330.0,225250.0,204270.0,188710.0,208920.0,"cAMP response protein, putative"
1555,Tb927.11.12870,75823.0,82375.0,85934.0,66329.0,64588.0,69910.0,"hypothetical protein, conserved"
1556,Tb927.11.12880,685800.0,673880.0,744230.0,785430.0,748620.0,805910.0,Present in the outer mitochondrial membrane proteome 17
1557,Tb927.11.1290,453360.0,495570.0,505190.0,351550.0,368600.0,360700.0,"hypothetical protein, conserved"
1558,Tb927.11.12910,135230.0,141320.0,143960.0,142400.0,142310.0,143590.0,"prefoldin subunit, putative"
1559,Tb927.11.12920,353180.0,397590.0,390360.0,358420.0,403850.0,369840.0,"hypothetical protein, conserved"
1560,Tb927.11.12930,282250.0,308890.0,329980.0,273660.0,278130.0,274400.0,"DEAD-box helicase, putative"
1561,Tb927.11.12940,784540.0,822160.0,851050.0,783790.0,778470.0,799710.0,"Uncharacterised protein family (UPF0160), putative"
1562,Tb927.11.12950,267910.0,297560.0,290410.0,276590.0,292090.0,277580.0,"ras-like small GTPase, putative"
1563,Tb927.11.12960,174400.0,176340.0,188030.0,128840.0,127960.0,125910.0,"hypothetical protein, conserved"
1564,Tb927.11.12970,180580.0,198360.0,198590.0,177310.0,258550.0,183310.0,"hypothetical protein, conserved"
1565,Tb927.11.1300,95067.0,100220.0,110100.0,93639.0,91862.0,96848.0,"UBA/TS-N domain containing protein, putative"
1566,Tb927.11.13000,211080.0,242840.0,222050.0,205010.0,226320.0,192930.0,"phospholipid-transporting ATPase, putative"
1567,Tb927.11.13007,381590.0,438830.0,381550.0,504550.0,551670.0,507170.0,ubiquitin-60S ribosomal protein L40
1568,Tb927.11.13010,312320.0,336640.0,333520.0,318270.0,307680.0,313490.0,hypothetical protein
1569,Tb927.11.13050,8655800.0,8993700.0,9293500.0,8785200.0,8651700.0,8743000.0,calmodulin
1570,Tb927.11.13060,1261100.0,1308900.0,1361500.0,1444600.0,1430700.0,1480500.0,"translation-associated element 2, putative"
1571,Tb927.11.13070,190040.0,198940.0,210280.0,191540.0,182220.0,188140.0,"O-phosphoseryl-tRNA(Sec) selenium transferase, putative"
1572,Tb927.11.13080,257030.0,270420.0,290020.0,306230.0,296880.0,304730.0,"hypothetical protein, conserved"
1573,Tb927.11.1310,252010.0,260490.0,274470.0,245630.0,249670.0,266750.0,"NADH-cytochrome b5 reductase, putative"
1574,Tb927.11.13110,210510.0,226830.0,233100.0,204220.0,203110.0,216840.0,"hypothetical protein, conserved"
1575,Tb927.11.13120,87222.0,79465.0,97559.0,86581.0,73589.0,89157.0,"PUB domain containing protein, putative"
1576,Tb927.11.13130,1430400.0,1497700.0,1559500.0,1579900.0,1534600.0,1547400.0,membrane-bound acid phosphatase 1 precursor
1577,Tb927.11.13140,238520.0,268260.0,259540.0,114250.0,119380.0,116640.0,cytochrome oxidase subunit X
1578,Tb927.11.13180,3921900.0,4109100.0,4290700.0,3939200.0,3863500.0,3933500.0,Present in the outer mitochondrial membrane proteome 10
1579,Tb927.11.13190,7442300.0,7914500.0,8045400.0,7823800.0,7894400.0,7716000.0,"elongation factor 1 gamma, putative"
1580,Tb927.11.13200,290060.0,304480.0,320040.0,297670.0,316530.0,297890.0,"LEM3 (ligand-effect modulator 3) family / CDC50 family, putative"
1581,Tb927.11.13210,141580.0,157330.0,159090.0,134510.0,128640.0,140420.0,"hypothetical protein, conserved"
1582,Tb927.11.13220,561440.0,597290.0,631280.0,647200.0,638110.0,669650.0,phospholipid:diacylglycerol acyltransferase-like protein
1583,Tb927.11.13230,881870.0,953300.0,945280.0,1092100.0,1108200.0,1113000.0,"VAMP-associated protein, putative"
1584,Tb927.11.13240,112970.0,120770.0,128940.0,115470.0,111080.0,119970.0,"RNA polymerase subunit, putative"
1585,Tb927.11.13250,3156100.0,3296600.0,3480000.0,3481900.0,3375800.0,3480300.0,"eukaryotic translation initiation factor 2 gamma, putative"
1586,Tb927.11.13260,467880.0,491550.0,509190.0,563630.0,554390.0,567200.0,"hypothetical protein, conserved"
1587,Tb927.11.13270,708610.0,733960.0,773490.0,834740.0,798660.0,845680.0,"hypothetical protein, conserved"
1588,Tb927.11.13280,1831300.0,1987500.0,1972000.0,1851100.0,1860100.0,1850600.0,Guide RNA binding protein 25
1589,Tb927.11.13290,122720.0,134430.0,142610.0,129530.0,134030.0,146940.0,mitochondrial import inner membrane translocase subunit tim17
1590,Tb927.11.1330,353460.0,375750.0,366290.0,308640.0,316470.0,305290.0,"Stress responsive A/B Barrel Domain, putative"
1591,Tb927.11.13300,103970.0,92668.0,120440.0,107660.0,87555.0,117900.0,Intraflagellar transport protein 25
1592,Tb927.11.13310,43652.0,47195.0,50167.0,40225.0,35959.0,42021.0,"hypothetical protein, conserved"
1593,Tb927.11.13340,416970.0,426430.0,444410.0,406560.0,411810.0,416740.0,"hypothetical protein, conserved"
1594,Tb927.11.13350,22339.0,25660.0,28684.0,26838.0,22838.0,27969.0,"hypothetical protein, conserved"
1595,Tb927.11.13360,2416300.0,2477800.0,2605300.0,2292700.0,2234400.0,2369900.0,"AAA ATPase, putative"
1596,Tb927.11.13370,38308.0,41860.0,42893.0,47824.0,50962.0,50291.0,"hypothetical protein, conserved"
1597,Tb927.11.13380,677590.0,728690.0,743860.0,669710.0,699170.0,694970.0,"ATP-dependent helicase, putative"
1598,Tb927.11.1340,428060.0,454680.0,483630.0,427770.0,410110.0,437640.0,Flagella connector protein 1
1599,Tb927.11.13400,1258100.0,1318800.0,1366400.0,1370600.0,1364100.0,1380900.0,"Bromodomain, putative"
1600,Tb927.11.13450,105140.0,118540.0,112300.0,110480.0,110180.0,108280.0,"hypothetical protein, conserved"
1601,Tb927.11.13460,78770.0,97378.0,89609.0,73598.0,86764.0,72421.0,"hypothetical protein, conserved"
1602,Tb927.11.13470,665260.0,679690.0,740290.0,709180.0,692810.0,718240.0,"PPPDE putative peptidase domain containing protein, putative"
1603,Tb927.11.13490,176340.0,185190.0,187350.0,174080.0,176760.0,179080.0,"hypothetical protein, conserved"
1604,Tb927.11.13500,6064400.0,6251400.0,6562100.0,5485800.0,5333400.0,5461600.0,par1
1605,Tb927.11.13510,185520.0,198650.0,200190.0,255630.0,243830.0,258530.0,"hypothetical protein, conserved"
1606,Tb927.11.13520,1497900.0,1578100.0,1630200.0,1516900.0,1465900.0,1538800.0,"hypothetical protein, conserved"
1607,Tb927.11.13540,216440.0,225430.0,241060.0,223650.0,218940.0,228880.0,"hypothetical protein, conserved"
1608,Tb927.11.13560,138570.0,144900.0,152310.0,141290.0,137420.0,149760.0,"SET domain containing protein, putative"
1609,Tb927.11.13570,507360.0,462880.0,554560.0,374660.0,328890.0,372020.0,"hypothetical protein, conserved"
1610,Tb927.11.13580,718340.0,786560.0,774910.0,700690.0,733790.0,693290.0,ubiquinone biosynthesis protein-like protein
1611,Tb927.11.13590,278940.0,304550.0,299260.0,325690.0,320380.0,321340.0,"hypothetical protein, conserved"
1612,Tb927.11.1360,243480.0,265700.0,274800.0,235780.0,265030.0,267190.0,"zinc-finger of a C2HC-type, putative"
1613,Tb927.11.13600,93459.0,101810.0,104750.0,104500.0,101380.0,108270.0,"DnaJ domain containing protein, putative"
1614,Tb927.11.13610,532270.0,577480.0,554200.0,402770.0,409100.0,397340.0,"rhodanese-like domain containing protein, putative"
1615,Tb927.11.13620,203180.0,218350.0,226500.0,239940.0,236490.0,242160.0,"rhodanese-like domain containing protein, putative"
1616,Tb927.11.13650,171430.0,183190.0,187800.0,240720.0,236920.0,252850.0,"cytochrome b5, putative"
1617,Tb927.11.13660,160110.0,160810.0,183640.0,165730.0,150690.0,176020.0,"hypothetical protein, conserved"
1618,Tb927.11.13670,2048100.0,2150100.0,2291700.0,2063200.0,2060800.0,2120600.0,"hypothetical protein, conserved"
1619,Tb927.11.13680,105820.0,113350.0,120350.0,100030.0,101390.0,114870.0,"hypothetical protein, conserved"
1620,Tb927.11.13690,428480.0,427430.0,481630.0,439840.0,433990.0,455540.0,Radial spoke protein 11
1621,Tb927.11.1370,1062000.0,1127500.0,1149100.0,869630.0,874020.0,857010.0,Dithiol glutaredoxin 1
1622,Tb927.11.13700,553760.0,599210.0,577720.0,471400.0,497030.0,490730.0,Basal body protein
1623,Tb927.11.13710,573980.0,664290.0,593540.0,593770.0,671350.0,594910.0,"hypothetical protein, conserved"
1624,Tb927.11.13730,750410.0,805420.0,812920.0,782910.0,787320.0,770670.0,ornithine decarboxylase
1625,Tb927.11.13740,928380.0,979450.0,1034200.0,1463700.0,1468900.0,1461300.0,procyclic-enriched flagellar receptor adenylate cyclase 5
1626,Tb927.11.13750,460890.0,478880.0,491980.0,475540.0,482590.0,498070.0,Ras-related protein Rab4
1627,Tb927.11.13760,129220.0,139710.0,146570.0,123980.0,124770.0,127100.0,"hypothetical protein, conserved"
1628,Tb927.11.13770,201930.0,201770.0,210150.0,210900.0,205880.0,205290.0,"LEM3 (ligand-effect modulator 3) family / CDC50 family, putative"
1629,Tb927.11.13780,882920.0,946160.0,971180.0,966120.0,941330.0,928960.0,profilin
1630,Tb927.11.13790,107660.0,119610.0,125310.0,100600.0,101330.0,106130.0,"hypothetical protein, conserved"
1631,Tb927.11.1380,211850.0,226170.0,237090.0,176580.0,186330.0,187970.0,"Right handed beta helix region/Periplasmic copper-binding protein (NosD), putative"
1632,Tb927.11.13800,149380.0,163780.0,168370.0,197070.0,192330.0,193280.0,"hypothetical protein, conserved"
